Year,State,Country,Percentage,Latitude ,Longitude
2018,SARAWAK,ITALY,0,42.638426,12.674297
2018,SABAH,ITALY,55.6,42.638426,12.674297
2018,LABUAN,ITALY,0,42.638426,12.674297
2019,KUALA LUMPUR,ITALY,92.3,42.638426,12.674297
2019,PUTRAJAYA,ITALY,1.1,42.638426,12.674297
2019,PERLIS,ITALY,0,42.638426,12.674297
2019,KEDAH,ITALY,19.9,42.638426,12.674297
2019,PENANG,ITALY,28.1,42.638426,12.674297
2019,PERAK,ITALY,2.6,42.638426,12.674297
2019,SELANGOR,ITALY,44.1,42.638426,12.674297
2019,NEGERI SEMBILAN,ITALY,1.1,42.638426,12.674297
2019,MELAKA,ITALY,11.5,42.638426,12.674297
2019,JOHOR,ITALY,4.3,42.638426,12.674297
2019,PAHANG,ITALY,19.5,42.638426,12.674297
2019,TERENGGANU,ITALY,35,42.638426,12.674297
2019,KELANTAN,ITALY,5.3,42.638426,12.674297
2019,SARAWAK,ITALY,6.8,42.638426,12.674297
2019,SABAH,ITALY,6.1,42.638426,12.674297
2019,LABUAN,ITALY,0,42.638426,12.674297
2016,KUALA LUMPUR,ITALY,24.6,42.638426,12.674297
2017,KUALA LUMPUR,ITALY,21.85,42.638426,12.674297
2018,KUALA LUMPUR,ITALY,44.15,42.638426,12.674297
2016,SELANGOR,ITALY,24.6,42.638426,12.674297
2017,SELANGOR,ITALY,21.85,42.638426,12.674297
2018,SELANGOR,ITALY,44.15,42.638426,12.674297
2016,KEDAH,ITALY,0.75,42.638426,12.674297
2017,KEDAH,ITALY,5.55,42.638426,12.674297
2018,KEDAH,ITALY,3.35,42.638426,12.674297
2016,PERLIS,ITALY,0.75,42.638426,12.674297
2017,PERLIS,ITALY,5.55,42.638426,12.674297
2018,PERLIS,ITALY,3.35,42.638426,12.674297
2016,PUTRAJAYA,JAPAN,0,36.574844,139.239418
2016,PENANG,JAPAN,29.1,36.574844,139.239418
2016,PERAK,JAPAN,0,36.574844,139.239418
2016,NEGERI SEMBILAN,JAPAN,0,36.574844,139.239418
2016,MELAKA,JAPAN,8.9,36.574844,139.239418
2016,JOHOR,JAPAN,12.7,36.574844,139.239418
2016,PAHANG,JAPAN,2.5,36.574844,139.239418
2016,TERENGGANU,JAPAN,0,36.574844,139.239418
2016,KELANTAN,JAPAN,0,36.574844,139.239418
2016,SARAWAK,JAPAN,6.3,36.574844,139.239418
2016,SABAH,JAPAN,7.6,36.574844,139.239418
2016,LABUAN,JAPAN,0,36.574844,139.239418
2017,PUTRAJAYA,JAPAN,0,36.574844,139.239418
2017,PENANG,JAPAN,49,36.574844,139.239418
2017,PERAK,JAPAN,0,36.574844,139.239418
2017,NEGERI SEMBILAN,JAPAN,0,36.574844,139.239418
2017,MELAKA,JAPAN,80.6,36.574844,139.239418
2017,JOHOR,JAPAN,6.1,36.574844,139.239418
2017,PAHANG,JAPAN,65.8,36.574844,139.239418
2017,TERENGGANU,JAPAN,0,36.574844,139.239418
2017,KELANTAN,JAPAN,0,36.574844,139.239418
2017,SARAWAK,JAPAN,18.5,36.574844,139.239418
2017,SABAH,JAPAN,12.4,36.574844,139.239418
2017,LABUAN,JAPAN,8.3,36.574844,139.239418
2018,PUTRAJAYA,JAPAN,1.3,36.574844,139.239418
2018,PENANG,JAPAN,59.7,36.574844,139.239418
2018,PERAK,JAPAN,0.6,36.574844,139.239418
2018,NEGERI SEMBILAN,JAPAN,0,36.574844,139.239418
2018,MELAKA,JAPAN,24,36.574844,139.239418
2018,JOHOR,JAPAN,48.7,36.574844,139.239418
2018,PAHANG,JAPAN,18.8,36.574844,139.239418
2018,TERENGGANU,JAPAN,0,36.574844,139.239418
2018,KELANTAN,JAPAN,0,36.574844,139.239418
2018,SARAWAK,JAPAN,18.8,36.574844,139.239418
2018,SABAH,JAPAN,10.4,36.574844,139.239418
2018,LABUAN,JAPAN,0,36.574844,139.239418
2019,KUALA LUMPUR,JAPAN,96.2,36.574844,139.239418
2019,PUTRAJAYA,JAPAN,13.4,36.574844,139.239418
2019,PERLIS,JAPAN,0,36.574844,139.239418
2019,KEDAH,JAPAN,17.7,36.574844,139.239418
2019,PENANG,JAPAN,13.7,36.574844,139.239418
2019,PERAK,JAPAN,0,36.574844,139.239418
2019,SELANGOR,JAPAN,35.8,36.574844,139.239418
2019,NEGERI SEMBILAN,JAPAN,0.6,36.574844,139.239418
2019,MELAKA,JAPAN,16,36.574844,139.239418
2019,JOHOR,JAPAN,3.3,36.574844,139.239418
2019,PAHANG,JAPAN,13.8,36.574844,139.239418
2019,TERENGGANU,JAPAN,3.3,36.574844,139.239418
2019,KELANTAN,JAPAN,0,36.574844,139.239418
2019,SARAWAK,JAPAN,1.4,36.574844,139.239418
2019,SABAH,JAPAN,4.6,36.574844,139.239418
2019,LABUAN,JAPAN,0.8,36.574844,139.239418
2016,KUALA LUMPUR,JAPAN,24.7,36.574844,139.239418
2017,KUALA LUMPUR,JAPAN,14.35,36.574844,139.239418
2018,KUALA LUMPUR,JAPAN,21.45,36.574844,139.239418
2016,SELANGOR,JAPAN,24.7,36.574844,139.239418
2017,SELANGOR,JAPAN,14.35,36.574844,139.239418
2018,SELANGOR,JAPAN,21.45,36.574844,139.239418
2016,KEDAH,JAPAN,18.35,36.574844,139.239418
2017,KEDAH,JAPAN,0,36.574844,139.239418
2018,KEDAH,JAPAN,18.2,36.574844,139.239418
2016,PERLIS,JAPAN,18.35,36.574844,139.239418
2017,PERLIS,JAPAN,0,36.574844,139.239418
2018,PERLIS,JAPAN,18.2,36.574844,139.239418
2016,PUTRAJAYA,KUWAIT,4.2,29.273396,47.497948
2016,PENANG,KUWAIT,8.3,29.273396,47.497948
2016,PERAK,KUWAIT,0,29.273396,47.497948
2016,NEGERI SEMBILAN,KUWAIT,0,29.273396,47.497948
2016,MELAKA,KUWAIT,29.2,29.273396,47.497948
2016,JOHOR,KUWAIT,0,29.273396,47.497948
2016,PAHANG,KUWAIT,70.8,29.273396,47.497948
2016,TERENGGANU,KUWAIT,0,29.273396,47.497948
2016,KELANTAN,KUWAIT,4.2,29.273396,47.497948
2016,SARAWAK,KUWAIT,0,29.273396,47.497948
2016,SABAH,KUWAIT,0,29.273396,47.497948
2016,LABUAN,KUWAIT,0,29.273396,47.497948
2017,PUTRAJAYA,KUWAIT,0,29.273396,47.497948
2017,PENANG,KUWAIT,0,29.273396,47.497948
2017,PERAK,KUWAIT,0,29.273396,47.497948
2017,NEGERI SEMBILAN,KUWAIT,0,29.273396,47.497948
2017,MELAKA,KUWAIT,0,29.273396,47.497948
2017,JOHOR,KUWAIT,0,29.273396,47.497948
2017,PAHANG,KUWAIT,0,29.273396,47.497948
2017,TERENGGANU,KUWAIT,0,29.273396,47.497948
2017,KELANTAN,KUWAIT,0,29.273396,47.497948
2017,SARAWAK,KUWAIT,0,29.273396,47.497948
2017,SABAH,KUWAIT,7,29.273396,47.497948
2017,LABUAN,KUWAIT,0,29.273396,47.497948
2018,PUTRAJAYA,KUWAIT,0,29.273396,47.497948
2018,PENANG,KUWAIT,0,29.273396,47.497948
2018,PERAK,KUWAIT,0,29.273396,47.497948
2018,NEGERI SEMBILAN,KUWAIT,0,29.273396,47.497948
2018,MELAKA,KUWAIT,50,29.273396,47.497948
2018,JOHOR,KUWAIT,0,29.273396,47.497948
2018,PAHANG,KUWAIT,0,29.273396,47.497948
2018,TERENGGANU,KUWAIT,0,29.273396,47.497948
2018,KELANTAN,KUWAIT,0,29.273396,47.497948
2018,SARAWAK,KUWAIT,0,29.273396,47.497948
2018,SABAH,KUWAIT,3.5,29.273396,47.497948
2018,LABUAN,KUWAIT,0,29.273396,47.497948
2019,KUALA LUMPUR,KUWAIT,93.8,29.273396,47.497948
2019,PUTRAJAYA,KUWAIT,25.3,29.273396,47.497948
2019,PERLIS,KUWAIT,0,29.273396,47.497948
2019,KEDAH,KUWAIT,64.4,29.273396,47.497948
2019,PENANG,KUWAIT,45.5,29.273396,47.497948
2019,PERAK,KUWAIT,2.9,29.273396,47.497948
2019,SELANGOR,KUWAIT,66.1,29.273396,47.497948
2019,NEGERI SEMBILAN,KUWAIT,5.6,29.273396,47.497948
2019,MELAKA,KUWAIT,7.1,29.273396,47.497948
2019,JOHOR,KUWAIT,12.2,29.273396,47.497948
2019,PAHANG,KUWAIT,49.5,29.273396,47.497948
2019,TERENGGANU,KUWAIT,0,29.273396,47.497948
2019,KELANTAN,KUWAIT,8.8,29.273396,47.497948
2019,SARAWAK,KUWAIT,0,29.273396,47.497948
2019,SABAH,KUWAIT,0,29.273396,47.497948
2019,LABUAN,KUWAIT,0,29.273396,47.497948
2016,KUALA LUMPUR,KUWAIT,45.85,29.273396,47.497948
2017,KUALA LUMPUR,KUWAIT,50,29.273396,47.497948
2018,KUALA LUMPUR,KUWAIT,25,29.273396,47.497948
2016,SELANGOR,KUWAIT,45.85,29.273396,47.497948
2017,SELANGOR,KUWAIT,50,29.273396,47.497948
2018,SELANGOR,KUWAIT,25,29.273396,47.497948
2016,KEDAH,KUWAIT,0,29.273396,47.497948
2017,KEDAH,KUWAIT,50,29.273396,47.497948
2018,KEDAH,KUWAIT,25,29.273396,47.497948
2016,PERLIS,KUWAIT,0,29.273396,47.497948
2017,PERLIS,KUWAIT,50,29.273396,47.497948
2018,PERLIS,KUWAIT,25,29.273396,47.497948
2016,PUTRAJAYA,NETHERLAND,0,52.243498,5.634323
2016,PENANG,NETHERLAND,56.3,52.243498,5.634323
2016,PERAK,NETHERLAND,4.9,52.243498,5.634323
2016,NEGERI SEMBILAN,NETHERLAND,0,52.243498,5.634323
2016,MELAKA,NETHERLAND,11.7,52.243498,5.634323
2016,JOHOR,NETHERLAND,2.9,52.243498,5.634323
2016,PAHANG,NETHERLAND,1.9,52.243498,5.634323
2016,TERENGGANU,NETHERLAND,1.9,52.243498,5.634323
2016,KELANTAN,NETHERLAND,4.9,52.243498,5.634323
2016,SARAWAK,NETHERLAND,1.9,52.243498,5.634323
2016,SABAH,NETHERLAND,69.9,52.243498,5.634323
2016,LABUAN,NETHERLAND,0,52.243498,5.634323
2017,PUTRAJAYA,NETHERLAND,0,52.243498,5.634323
2017,PENANG,NETHERLAND,20.9,52.243498,5.634323
2017,PERAK,NETHERLAND,25,52.243498,5.634323
2017,NEGERI SEMBILAN,NETHERLAND,0,52.243498,5.634323
2017,MELAKA,NETHERLAND,36.6,52.243498,5.634323
2017,JOHOR,NETHERLAND,27.3,52.243498,5.634323
2017,PAHANG,NETHERLAND,7,52.243498,5.634323
2017,TERENGGANU,NETHERLAND,0,52.243498,5.634323
2017,KELANTAN,NETHERLAND,0,52.243498,5.634323
2017,SARAWAK,NETHERLAND,50,52.243498,5.634323
2017,SABAH,NETHERLAND,27.9,52.243498,5.634323
2017,LABUAN,NETHERLAND,0,52.243498,5.634323
2018,PUTRAJAYA,NETHERLAND,0.9,52.243498,5.634323
2018,PENANG,NETHERLAND,4.5,52.243498,5.634323
2018,PERAK,NETHERLAND,1.8,52.243498,5.634323
2018,NEGERI SEMBILAN,NETHERLAND,0,52.243498,5.634323
2018,MELAKA,NETHERLAND,82.2,52.243498,5.634323
2018,JOHOR,NETHERLAND,0,52.243498,5.634323
2018,PAHANG,NETHERLAND,8.1,52.243498,5.634323
2018,TERENGGANU,NETHERLAND,0.9,52.243498,5.634323
2018,KELANTAN,NETHERLAND,2.7,52.243498,5.634323
2018,SARAWAK,NETHERLAND,0,52.243498,5.634323
2018,SABAH,NETHERLAND,10.8,52.243498,5.634323
2018,LABUAN,NETHERLAND,0,52.243498,5.634323
2019,KUALA LUMPUR,NETHERLAND,93,52.243498,5.634323
2019,PUTRAJAYA,NETHERLAND,3.4,52.243498,5.634323
2019,PERLIS,NETHERLAND,0,52.243498,5.634323
2019,KEDAH,NETHERLAND,51.8,52.243498,5.634323
2019,PENANG,NETHERLAND,56,52.243498,5.634323
2019,PERAK,NETHERLAND,19,52.243498,5.634323
2019,SELANGOR,NETHERLAND,40.8,52.243498,5.634323
2019,NEGERI SEMBILAN,NETHERLAND,0.6,52.243498,5.634323
2019,MELAKA,NETHERLAND,20,52.243498,5.634323
2019,JOHOR,NETHERLAND,4.8,52.243498,5.634323
2019,PAHANG,NETHERLAND,37.3,52.243498,5.634323
2019,TERENGGANU,NETHERLAND,31.6,52.243498,5.634323
2019,KELANTAN,NETHERLAND,4.5,52.243498,5.634323
2019,SARAWAK,NETHERLAND,10.6,52.243498,5.634323
2019,SABAH,NETHERLAND,19.4,52.243498,5.634323
2019,LABUAN,NETHERLAND,0,52.243498,5.634323
2016,KUALA LUMPUR,NETHERLAND,42.25,52.243498,5.634323
2017,KUALA LUMPUR,NETHERLAND,7,52.243498,5.634323
2018,KUALA LUMPUR,NETHERLAND,41.9,52.243498,5.634323
2016,SELANGOR,NETHERLAND,42.25,52.243498,5.634323
2017,SELANGOR,NETHERLAND,7,52.243498,5.634323
2018,SELANGOR,NETHERLAND,41.9,52.243498,5.634323
2016,KEDAH,NETHERLAND,11.15,52.243498,5.634323
2017,KEDAH,NETHERLAND,7,52.243498,5.634323
2018,KEDAH,NETHERLAND,0.9,52.243498,5.634323
2016,PERLIS,NETHERLAND,11.15,52.243498,5.634323
2017,PERLIS,NETHERLAND,7,52.243498,5.634323
2018,PERLIS,NETHERLAND,0.9,52.243498,5.634323
2016,PUTRAJAYA,NEW ZEALAND,2.9,-41.500083,172.834408
2016,PENANG,NEW ZEALAND,11.8,-41.500083,172.834408
2016,PERAK,NEW ZEALAND,0,-41.500083,172.834408
2016,NEGERI SEMBILAN,NEW ZEALAND,0,-41.500083,172.834408
2016,MELAKA,NEW ZEALAND,11.8,-41.500083,172.834408
2016,JOHOR,NEW ZEALAND,5.9,-41.500083,172.834408
2016,PAHANG,NEW ZEALAND,20.6,-41.500083,172.834408
2016,TERENGGANU,NEW ZEALAND,0,-41.500083,172.834408
2016,KELANTAN,NEW ZEALAND,0,-41.500083,172.834408
2016,SARAWAK,NEW ZEALAND,38.2,-41.500083,172.834408
2016,SABAH,NEW ZEALAND,70.6,-41.500083,172.834408
2016,LABUAN,NEW ZEALAND,0,-41.500083,172.834408
2017,PUTRAJAYA,NEW ZEALAND,0,-41.500083,172.834408
2017,PENANG,NEW ZEALAND,5.6,-41.500083,172.834408
2017,PERAK,NEW ZEALAND,5.6,-41.500083,172.834408
2017,NEGERI SEMBILAN,NEW ZEALAND,0,-41.500083,172.834408
2017,MELAKA,NEW ZEALAND,0,-41.500083,172.834408
2017,JOHOR,NEW ZEALAND,5.6,-41.500083,172.834408
2017,PAHANG,NEW ZEALAND,22.2,-41.500083,172.834408
2017,TERENGGANU,NEW ZEALAND,0,-41.500083,172.834408
2017,KELANTAN,NEW ZEALAND,0,-41.500083,172.834408
2017,SARAWAK,NEW ZEALAND,100,-41.500083,172.834408
2017,SABAH,NEW ZEALAND,0,-41.500083,172.834408
2017,LABUAN,NEW ZEALAND,0,-41.500083,172.834408
2018,PUTRAJAYA,NEW ZEALAND,0,-41.500083,172.834408
2018,PENANG,NEW ZEALAND,12.1,-41.500083,172.834408
2018,PERAK,NEW ZEALAND,0,-41.500083,172.834408
2018,NEGERI SEMBILAN,NEW ZEALAND,0,-41.500083,172.834408
2018,MELAKA,NEW ZEALAND,6.1,-41.500083,172.834408
2018,JOHOR,NEW ZEALAND,3,-41.500083,172.834408
2018,PAHANG,NEW ZEALAND,12.1,-41.500083,172.834408
2018,TERENGGANU,NEW ZEALAND,0,-41.500083,172.834408
2018,KELANTAN,NEW ZEALAND,0,-41.500083,172.834408
2018,SARAWAK,NEW ZEALAND,0,-41.500083,172.834408
2018,SABAH,NEW ZEALAND,39.4,-41.500083,172.834408
2018,LABUAN,NEW ZEALAND,0,-41.500083,172.834408
2019,KUALA LUMPUR,NEW ZEALAND,57.3,-41.500083,172.834408
2019,PUTRAJAYA,NEW ZEALAND,0,-41.500083,172.834408
2019,PERLIS,NEW ZEALAND,0,-41.500083,172.834408
2019,KEDAH,NEW ZEALAND,22.8,-41.500083,172.834408
2019,PENANG,NEW ZEALAND,46.2,-41.500083,172.834408
2019,PERAK,NEW ZEALAND,0,-41.500083,172.834408
2019,SELANGOR,NEW ZEALAND,40.2,-41.500083,172.834408
2019,NEGERI SEMBILAN,NEW ZEALAND,0,-41.500083,172.834408
2019,MELAKA,NEW ZEALAND,18.3,-41.500083,172.834408
2019,JOHOR,NEW ZEALAND,4.8,-41.500083,172.834408
2019,PAHANG,NEW ZEALAND,2.7,-41.500083,172.834408
2019,TERENGGANU,NEW ZEALAND,0,-41.500083,172.834408
2019,KELANTAN,NEW ZEALAND,0,-41.500083,172.834408
2019,SARAWAK,NEW ZEALAND,12.9,-41.500083,172.834408
2019,SABAH,NEW ZEALAND,10.6,-41.500083,172.834408
2019,LABUAN,NEW ZEALAND,1.2,-41.500083,172.834408
2016,KUALA LUMPUR,NEW ZEALAND,32.35,-41.500083,172.834408
2017,KUALA LUMPUR,NEW ZEALAND,13.9,-41.500083,172.834408
2018,KUALA LUMPUR,NEW ZEALAND,43.95,-41.500083,172.834408
2016,SELANGOR,NEW ZEALAND,32.35,-41.500083,172.834408
2017,SELANGOR,NEW ZEALAND,13.9,-41.500083,172.834408
2018,SELANGOR,NEW ZEALAND,43.95,-41.500083,172.834408
2016,KEDAH,NEW ZEALAND,10.3,-41.500083,172.834408
2017,KEDAH,NEW ZEALAND,5.55,-41.500083,172.834408
2018,KEDAH,NEW ZEALAND,3.05,-41.500083,172.834408
2016,PERLIS,NEW ZEALAND,10.3,-41.500083,172.834408
2017,PERLIS,NEW ZEALAND,5.55,-41.500083,172.834408
2018,PERLIS,NEW ZEALAND,3.05,-41.500083,172.834408
2016,PUTRAJAYA,NORWAY,9.1,61.152939,8.787665
2016,PENANG,NORWAY,18.2,61.152939,8.787665
2016,PERAK,NORWAY,18.2,61.152939,8.787665
2016,NEGERI SEMBILAN,NORWAY,0,61.152939,8.787665
2016,MELAKA,NORWAY,18.2,61.152939,8.787665
2016,JOHOR,NORWAY,36.4,61.152939,8.787665
2016,PAHANG,NORWAY,63.6,61.152939,8.787665
2016,TERENGGANU,NORWAY,0,61.152939,8.787665
2016,KELANTAN,NORWAY,0,61.152939,8.787665
2016,SARAWAK,NORWAY,18.2,61.152939,8.787665
2016,SABAH,NORWAY,27.3,61.152939,8.787665
2016,LABUAN,NORWAY,9.1,61.152939,8.787665
2017,PUTRAJAYA,NORWAY,0,61.152939,8.787665
2017,PENANG,NORWAY,0,61.152939,8.787665
2017,PERAK,NORWAY,0,61.152939,8.787665
2017,NEGERI SEMBILAN,NORWAY,0,61.152939,8.787665
2017,MELAKA,NORWAY,0,61.152939,8.787665
2017,JOHOR,NORWAY,0,61.152939,8.787665
2017,PAHANG,NORWAY,0,61.152939,8.787665
2017,TERENGGANU,NORWAY,0,61.152939,8.787665
2017,KELANTAN,NORWAY,0,61.152939,8.787665
2017,SARAWAK,NORWAY,0,61.152939,8.787665
2017,SABAH,NORWAY,10,61.152939,8.787665
2017,LABUAN,NORWAY,0,61.152939,8.787665
2018,PUTRAJAYA,NORWAY,0,61.152939,8.787665
2018,PENANG,NORWAY,0,61.152939,8.787665
2018,PERAK,NORWAY,0,61.152939,8.787665
2018,NEGERI SEMBILAN,NORWAY,0,61.152939,8.787665
2018,MELAKA,NORWAY,4.5,61.152939,8.787665
2018,JOHOR,NORWAY,0,61.152939,8.787665
2018,PAHANG,NORWAY,0,61.152939,8.787665
2018,TERENGGANU,NORWAY,0,61.152939,8.787665
2018,KELANTAN,NORWAY,0,61.152939,8.787665
2018,SARAWAK,NORWAY,0,61.152939,8.787665
2018,SABAH,NORWAY,0.5,61.152939,8.787665
2018,LABUAN,NORWAY,0,61.152939,8.787665
2019,KUALA LUMPUR,NORWAY,68.6,61.152939,8.787665
2019,PUTRAJAYA,NORWAY,0,61.152939,8.787665
2019,PERLIS,NORWAY,0,61.152939,8.787665
2019,KEDAH,NORWAY,23.8,61.152939,8.787665
2019,PENANG,NORWAY,35.1,61.152939,8.787665
2019,PERAK,NORWAY,0,61.152939,8.787665
2019,SELANGOR,NORWAY,65.7,61.152939,8.787665
2019,NEGERI SEMBILAN,NORWAY,0,61.152939,8.787665
2019,MELAKA,NORWAY,3,61.152939,8.787665
2019,JOHOR,NORWAY,0,61.152939,8.787665
2019,PAHANG,NORWAY,6.3,61.152939,8.787665
2019,TERENGGANU,NORWAY,0,61.152939,8.787665
2019,KELANTAN,NORWAY,0,61.152939,8.787665
2019,SARAWAK,NORWAY,0,61.152939,8.787665
2019,SABAH,NORWAY,0,61.152939,8.787665
2019,LABUAN,NORWAY,0,61.152939,8.787665
2016,KUALA LUMPUR,NORWAY,36.35,61.152939,8.787665
2017,KUALA LUMPUR,NORWAY,50,61.152939,8.787665
2018,KUALA LUMPUR,NORWAY,47.75,61.152939,8.787665
2016,SELANGOR,NORWAY,36.35,61.152939,8.787665
2017,SELANGOR,NORWAY,50,61.152939,8.787665
2018,SELANGOR,NORWAY,47.75,61.152939,8.787665
2016,KEDAH,NORWAY,13.65,61.152939,8.787665
2017,KEDAH,NORWAY,50,61.152939,8.787665
2018,KEDAH,NORWAY,25,61.152939,8.787665
2016,PERLIS,NORWAY,13.65,61.152939,8.787665
2017,PERLIS,NORWAY,50,61.152939,8.787665
2018,PERLIS,NORWAY,25,61.152939,8.787665
2016,PUTRAJAYA,OMAN,0,21.000029,57.00369
2016,PENANG,OMAN,5.6,21.000029,57.00369
2016,PERAK,OMAN,0,21.000029,57.00369
2016,NEGERI SEMBILAN,OMAN,0,21.000029,57.00369
2016,MELAKA,OMAN,0,21.000029,57.00369
2016,JOHOR,OMAN,11.1,21.000029,57.00369
2016,PAHANG,OMAN,38.9,21.000029,57.00369
2016,TERENGGANU,OMAN,0,21.000029,57.00369
2016,KELANTAN,OMAN,0,21.000029,57.00369
2016,SARAWAK,OMAN,0,21.000029,57.00369
2016,SABAH,OMAN,0,21.000029,57.00369
2016,LABUAN,OMAN,0,21.000029,57.00369
2017,PUTRAJAYA,OMAN,0,21.000029,57.00369
2017,PENANG,OMAN,27.3,21.000029,57.00369
2017,PERAK,OMAN,0,21.000029,57.00369
2017,NEGERI SEMBILAN,OMAN,0,21.000029,57.00369
2017,MELAKA,OMAN,9.1,21.000029,57.00369
2017,JOHOR,OMAN,0,21.000029,57.00369
2017,PAHANG,OMAN,63.6,21.000029,57.00369
2017,TERENGGANU,OMAN,18.2,21.000029,57.00369
2017,KELANTAN,OMAN,0,21.000029,57.00369
2017,SARAWAK,OMAN,0,21.000029,57.00369
2017,SABAH,OMAN,18.2,21.000029,57.00369
2017,LABUAN,OMAN,0,21.000029,57.00369
2018,PUTRAJAYA,OMAN,0,21.000029,57.00369
2018,PENANG,OMAN,0,21.000029,57.00369
2018,PERAK,OMAN,0,21.000029,57.00369
2018,NEGERI SEMBILAN,OMAN,5.4,21.000029,57.00369
2018,MELAKA,OMAN,2.7,21.000029,57.00369
2018,JOHOR,OMAN,2.7,21.000029,57.00369
2018,PAHANG,OMAN,35.1,21.000029,57.00369
2018,TERENGGANU,OMAN,0,21.000029,57.00369
2018,KELANTAN,OMAN,0,21.000029,57.00369
2018,SARAWAK,OMAN,0,21.000029,57.00369
2018,SABAH,OMAN,5.4,21.000029,57.00369
2018,LABUAN,OMAN,0,21.000029,57.00369
2019,KUALA LUMPUR,OMAN,99,21.000029,57.00369
2019,PUTRAJAYA,OMAN,22.2,21.000029,57.00369
2019,PERLIS,OMAN,1.1,21.000029,57.00369
2019,KEDAH,OMAN,78.4,21.000029,57.00369
2019,PENANG,OMAN,59.7,21.000029,57.00369
2019,PERAK,OMAN,5.9,21.000029,57.00369
2019,SELANGOR,OMAN,78.2,21.000029,57.00369
2019,NEGERI SEMBILAN,OMAN,3.9,21.000029,57.00369
2019,MELAKA,OMAN,12.6,21.000029,57.00369
2019,JOHOR,OMAN,2.9,21.000029,57.00369
2019,PAHANG,OMAN,54.9,21.000029,57.00369
2019,TERENGGANU,OMAN,0,21.000029,57.00369
2019,KELANTAN,OMAN,0,21.000029,57.00369
2019,SARAWAK,OMAN,2.2,21.000029,57.00369
2019,SABAH,OMAN,0,21.000029,57.00369
2019,LABUAN,OMAN,0,21.000029,57.00369
2016,KUALA LUMPUR,OMAN,41.65,21.000029,57.00369
2017,KUALA LUMPUR,OMAN,45.45,21.000029,57.00369
2018,KUALA LUMPUR,OMAN,21.6,21.000029,57.00369
2016,SELANGOR,OMAN,41.65,21.000029,57.00369
2017,SELANGOR,OMAN,45.45,21.000029,57.00369
2018,SELANGOR,OMAN,21.6,21.000029,57.00369
2016,KEDAH,OMAN,8.35,21.000029,57.00369
2017,KEDAH,OMAN,22.75,21.000029,57.00369
2018,KEDAH,OMAN,16.2,21.000029,57.00369
2016,PERLIS,OMAN,8.35,21.000029,57.00369
2017,PERLIS,OMAN,22.75,21.000029,57.00369
2018,PERLIS,OMAN,16.2,21.000029,57.00369
2016,PUTRAJAYA,OTHER AMERICAS,5.3,-34.996496,-64.967282
2016,PENANG,OTHER AMERICAS,57.9,-34.996497,-63.967282
2016,PERAK,OTHER AMERICAS,2.6,-34.996498,-62.967282
2016,NEGERI SEMBILAN,OTHER AMERICAS,0,-34.996499,-61.967282
2016,MELAKA,OTHER AMERICAS,2.6,-34.996500,-60.967282
2016,JOHOR,OTHER AMERICAS,15.8,-34.996501,-59.967282
2016,PAHANG,OTHER AMERICAS,44.7,-34.996502,-58.967282
2016,TERENGGANU,OTHER AMERICAS,0,-34.996503,-57.967282
2016,KELANTAN,OTHER AMERICAS,15.8,-34.996504,-56.967282
2016,SARAWAK,OTHER AMERICAS,13.2,-34.996505,-55.967282
2016,SABAH,OTHER AMERICAS,13.2,-34.996506,-54.967282
2016,LABUAN,OTHER AMERICAS,5.3,-34.996507,-53.967282
2017,PUTRAJAYA,OTHER AMERICAS,0,-34.996508,-52.967282
2017,PENANG,OTHER AMERICAS,0,-34.996509,-51.967282
2017,PERAK,OTHER AMERICAS,0,-34.996510,-50.967282
2017,NEGERI SEMBILAN,OTHER AMERICAS,0,-34.996511,-49.967282
2017,MELAKA,OTHER AMERICAS,2.8,-34.996512,-48.967282
2017,JOHOR,OTHER AMERICAS,0,-34.996513,-47.967282
2017,PAHANG,OTHER AMERICAS,0,-34.996514,-46.967282
2017,TERENGGANU,OTHER AMERICAS,0,-34.996515,-45.967282
2017,KELANTAN,OTHER AMERICAS,0,-34.996516,-44.967282
2017,SARAWAK,OTHER AMERICAS,0,-34.996517,-43.967282
2017,SABAH,OTHER AMERICAS,41.7,-34.996518,-42.967282
2017,LABUAN,OTHER AMERICAS,0,-34.996519,-41.967282
2018,PUTRAJAYA,OTHER AMERICAS,0,-34.996520,-40.967282
2018,PENANG,OTHER AMERICAS,0,-34.996521,-39.967282
2018,PERAK,OTHER AMERICAS,0,-34.996522,-38.967282
2018,NEGERI SEMBILAN,OTHER AMERICAS,1,-34.996523,-37.967282
2018,MELAKA,OTHER AMERICAS,7.9,-34.996524,-36.967282
2018,JOHOR,OTHER AMERICAS,3,-34.996525,-35.967282
2018,PAHANG,OTHER AMERICAS,3,-34.996526,-34.967282
2018,TERENGGANU,OTHER AMERICAS,0,-34.996527,-33.967282
2018,KELANTAN,OTHER AMERICAS,0,-34.996528,-32.967282
2018,SARAWAK,OTHER AMERICAS,0,-34.996529,-31.967282
2018,SABAH,OTHER AMERICAS,14.9,-34.996530,-30.967282
2018,LABUAN,OTHER AMERICAS,0,-34.996531,-29.967282
2019,KUALA LUMPUR,OTHER AMERICAS,86.3,-34.996532,-28.967282
2019,PUTRAJAYA,OTHER AMERICAS,0,-34.996533,-27.967282
2019,PERLIS,OTHER AMERICAS,0,-34.996534,-26.967282
2019,KEDAH,OTHER AMERICAS,9.5,-34.996535,-25.967282
